name1,name2,label
MYRAINA,REVVY,0
ZEN,ZEN BELL,1
RESTAURANT DIVA,BASED SUPPLIES,0
NICE,NIIICE,1
WEIGHTFLEX,WEIGHTFIT,1
INTENTIONAL,THE FAITH PODCAST,0
PETLOFT,"ON-POINT LOGISTICS, LLC HOUSTON, TX",0
BRICK CITY JAM,BH HC BERKSHIRE HATHAWAY HOMESTATE COMPANIES,0
SPELLSLINGERS,C N THE CHANGE NAVIGATION COMPANY,0
K&K PLATINUM,BLUETOOTH,0
OKIE-DOKIE,TWIN OAST BREWING,0
FRIENDS ONLY,CLOSE FRIENDS ONLY,1
FSOOLE,INTENTIONAL,0
UN-LOCK BRANDS,UNLOCK,1
TIDAL,TIDAL POSEIDON,1
REPLAY,CALA. MIA,0
HELLOKAI,KAI SOCIAL,1
BARRY BERRY,BERRY BERRY,1
FURNICHAIR,ARLIE DAY,0
GECKO,EGGHEADS,0
LET'S GO,OEBITOR,0
FORTEMOTUS,FORTEMOTUS,1
REEF,REEF REAL ESTATE,1
NUTRIENT CONCENTRATION & WATER RECLAMATION,ZETA,1
BOLD BAGELS,TOPS SPOTS,0
CÉRÉMONIE TEA BLENDS & HERBAL INFUSIONS,ENTECH,0
MAGEGEE,MAGEGEE,1
[Design Mark],[Design Mark],1
XSECDEVOPS,PERADIX,0
TADMORE,WANNA SMOKE? ALPACA BOWL,0
BETTY FORD CENTER,POL,0
GO JACKPOTS,JACKPOT GO,1
SOLEI,SOLÉ STUDIO,1
CSA HEALTHCARE PROFESSIONALS,CSA HOMECARE,1
PROSPERA FINANCIAL SERVICES,PROSPERA FINANCIAL,1
DISTINCTIVE MINK,DISTINCTIVE PREMIUM KNITS,1
JADORE FANCY,HAOKOO,0
META TECH,GREENEVERHOME,0
ZEE CREATIVE,SUSTAYNE,0
ECOLIFE,ECOPETLIFE,1
CIRCULOR,CIRCULAR PRO,1
NEW DAY HOME CARE,HISITEK,0
HEARTSTRINGS,HEARTSTRINGS,1
PADDOCKGROUP,PADDOCK,1
JB JETBLACK,JB RACKS,1
EAT MEAT,EAT MEAT,1
OPTISEXHEALTH,THE OPTIPROTOCOL,1
UNRIVALED,UNRIVALED AUTHENTICS,1
AESTHETICA,PURE AESTHETICA,1
BAR IN A BAG SOAP CO.,BAR IN A BAG SOAP COMPANY,1
AMERICAN DREAMING,A AMERICAN DREAM CLUBHOUSE,1
HYDROCOMM,ULTIMATE HOME,0
FAN ZONE,TYRALEL,0
THE INVESTOR HUB,INVESTORHUB,1
ELEMINT,BUDGET NOW BUY LATER,0
MININI,RAF COFFEE,0
THE GILDED PADDOCK,THINGAMABOBS,0
LUXYLOO,LUXILAV,1
TAZO DORADO,REAL,0
ELEMENTS BY MERAK,MERAK AESTHETICS,1
PERBELLE,PERBELLA,1
KEEP MOVING 4WARD,KEEP MOVING FORWARD IN FAITH,1
AURA-Q,AURA,1
CA CLASSIC ARMY,MILAF,0
"SOUTHERNMOST POINT BAR IN THE CONTINENTAL U.S.A. KEY WEST, FLORIDA",HEAR JOY LLC,0
CARTEL,TRVLD,0
ACE COMBAT,ACE & CO,1
TURNKEY,TURN-KEY CORPORATE HOUSING,1
CURIO,ARC ALTERNA,0
WOOF,WUFFS,1
TORRIE'S NATURALS,TORRIE'S NATURALS,1
PERIOE WHITE ACTION,PERIOWHITE,1
75609436,SHEPHERD,0
WAVE,WAVE ESSENCE,1
RESIDENTIAL CONSTRUCTION ACADEMY,RESIDENTIAL DESIGN ACADEMY,1
S SENDIT,SENDIT.COM,1
LEVEL UP AT INOVA,LEVEL UP STUDIO SUITES,1
ZENCRATE,BLACK CAT,0
OG,MONOGRAM OG,1
FX FACTORY EFFEX,FXMOTOR,1
PENGUIN,MANCHOT,1
BUMBLE BABY,COED COLLECTIVE,0
ODIN'S INNOVATIONS,EZ HOMEE,0
ZOOBEE,ZOOBI HANDICRAFT,1
MAZZELLA FHS,FHS,1
OASIS,OASIS,1
[Design Mark],[Design Mark],1
PRISMA HEALTH CHILDREN'S HOSPITAL,TILLAGE ROOTMAX,0
EKAAR,MOONICHY,0
EZ,COLAS DE CASTOR,0
GODSEND,GODSEND NUTRITION,1
C2C,MEDICI BY LORDSPEK,0
EZOPS,EZOPS CLOUD,1
WEEGROW,WE GROWING INC,1
XPANSE,EXPANSE MEDICAL,1
MIDNIGHT COWGIRLS,EKO-ZENTIALS,0
BUDGET NOW BUY LATER,NEUROPROTECT,0
C-HULL,BLACK BOX INTELLIGENCE,0
ENERGIZED LIFE,ANKER SOLIX,0
AM AUTOPARTS,FLUM NOVA,0
OFREE,OFREE,1
AURA,AURA,1
MATCH COSMETICS,RIVAALS,0
OLIGEN,BLISOUL,0
ISDOOK,ISDOCK,1
BIZ GROWTH CONSULTING,BIZGROW CENTRAL,1
XIMENG,LIQUID ESTATE PLAN,0
NIKE UNIVERSA,NKE SAFETY APPAREL,1
MERMAID,M2POINT,0
URBAN EFFECT,UNITED WAY BENEFIT FOR HURRICANE RELIEF,0
VELLUS AUREUM,GIRLY,0
YELP,COCK & TAIL,0
HAWKEYE,THE ALTAR ATELIER,0
BAG PARTY,RAINBOW GINKGO,0
HARMONY STUDIO,HOUSE HARMONY,1
NOVAZ,COMBAT KILLER CLOWNS,0
MOYENO,ROCFISH,0
DELISHS RAIN,DELISH JUICE,1
SEEN & HEARD METHOD,BIOHAK,0
ELBÈ SKIN CARE SOLUTIONS,TAXI,0
META TECH,PUREPETS NATURAL,0
T3 MARTIAL ARTS,T3 FITNESS,1
PB,PB LUNCH BOX,1
WEBOS PAY,FLAMEX PF,0
CHALLENGER,PURNELL'S,0
PLANTD,MOFREE,0
RIGHT PRODUCTS. RIGHT PLACE. RIGHT NOW.,SKY YOGA,0
HERB HOLISTICS,YUDON,0
HAPPY FACE SPONGE,LET THE GAMES BEGIN,0
AMPCO,AMPCO MINERALS,1
NATURA,NATURA STYLE,1
JOBMETRICS,WEALTH INTERMEDIARY,0
GO,NEON VOLLEY,0
FLYTHINKING,FLYTHINK,1
TIGERLILY BABY,TYGER LILLY,1
ATTENDSTAR,ATTENDSTAR,1
SUCCESS BULLYING,KIMBLE'S,0
LD,WEAVERSE,0
BASIC BOOKS GROUP,WEEKENDER WHEAT,0
DANCING DOG,GOOD TIMES,0
NEUROCK CAPITAL,MERMAID GO CLUB,0
TENDER KISSES,MYPORT,0
COCONUT CARTEL,OLIVE OLE,0
BADASS IS BEAUTIFUL,LIFEIX,0
FLOAT,U,0
BENEDICTUS COLLEGIUM VERITAS ET VIRTUS 1870,HEYLO,0
IRON WAVE,KO KOZELI,1
SEND IT,WEALTHWISE FINANCIAL SERVICES,0
ISLE,PET ISLE,1
GRO-WITH-ME,GROW WITH ME,1
STEWARD,BLUEBERRY PET,0
LIONSURE,JUSCYCLING,0
VITAL ARCH,LAIDBACK GARDEN,0
MEFOTO,MEEPHOTO,1
FULL CYCLE,DRI-TEC,0
VEDGECO,BEBE & LOLA HAIR EXTENSIONS,0
SKIN R&R TREATMENT,CHICO CANTINA,0
ATOMIC VACATION RENTALS,THOR'S CHOCOLATE,0
NULOGIC,NÅªLOGIK,1
XENABRANDS,ZENA DERM,1
SWITCHBACK MTB,SWITCHBACKMTB,1
NEWDUN,WH FINANCIAL SERVICES,0
SAMRA ORIGINS,SAMÄ€Â ORIGINS,1
OURA,AURA,1
ZIP,ZIP,1
ERGON UNITED BY SERVICE. DRIVEN BY SOLUTIONS.,EASY HOME RENTALS,0
STELLAR SIPS,STELLAR TAN,1
GOLD SPUR,THE GOLDEN SPUR,1
TROVE PRIVATE WEALTH,INSIEME,0
INTUIT,IQ CHEW,0
GROWTH ACCELERATOR,SIRÈNE SACRÉ,0
POOL MATE,IPOOLMATE,1
OKIE DOKIE,OKIDOKEY,1
GATEKEEPER SYSTEMS,GATEKEEPER INDEMNITY,1
AMERICAN PSYCHO,AMERICAN PSYCHO,1
THE BODY SHOP,THE BODY SHOP,1
HANDY SIZE,DROP,0
EQUINOX,THE EQUINOX GOLF RESORT & SPA VERMONT,1
COMFEET COMFORT SOCKS,TRUMASK,0
LAS BRAZAS RESTAURANT CHICKEN & MEATS,RUIBEIKKA,0
V E N C C I,TRIBE 9,0
CAREERMETRICS,M METRIC,1
RADISH,INTERRADISH,1
ABODE,MULTIPACK HANDLE,0
NAVIGATING DIGITAL CHANGE,C N THE CHANGE NAVIGATION COMPANY,1
CREATEBOT,CREATBOT,1
PAW SPRINGS,BLERDCON,0
FRILLZ,PHRILZ,1
WINE SCOUT,"WINESCOUT UNCORK THE STORIES, TASTE THE ADVENTURES",1
VENA VASCULAR LAB & VEIN CLINIC,TWIN OAST BREWERY,0
NIKE,NKE SAFETY APPAREL,1
EV GATEWAY,MOTORSPORTS GATEWAY,1
BODY BY CALA,BH HC BERKSHIRE HATHAWAY HOMESTATE COMPANIES,0
LEVEL UP GROUP,M MYSTIC ORIENT,0
HAMSA,HAMSA,1
PULLMAN,MIDNIGHT COWGIRLS,0
EARLY MORNING,FABENIX,0
BARRELED,GET BARRELED,1
DELIVERING CONFIDENCE,CONVEYING CONFIDENCE,1
HAIJUNYA,HAIJUNNM,1
SPICEPILOT,EMOTIONAL SUPPORT FRIES,0
ZEN,COMFORT CURVE,0
LONE STAR CANDLE SUPPLY,LONESTAR FRAGRANCES,1
VANBON,BONVAN,1
RIVOME,HONLEN,0
DOCK DEFENDER,DOCK D-FENDER,1
[Design Mark],[Design Mark],1
DLPBANK,DIGITAL GUARDIAN,0
DCS,DCS GROUP SINCE 1874,1
JINGA,JANGA,1
BRAT PUP,EASELIFT,0
INSPIREDESIGN,JC INSPIRED DESIGNS,1
EPIC,EPIC BITES,1
TELEGRAM,DOLLAR VS CRYPT,1
HOLLEY EFI,HOLLEY EFI,1
CHILLFUL VIBES,CHILL VIBES & CO,1
OASIS,OASIS,1
CSS,CSS,1
CITIZENS PRIVATE BANK,INFINITE ABUNDANCE PRIVATE BANK - ESTATE & TRUST,1
TEANAGOO,TENOGO,1
INTENTIONAL,HOMESTEAD,0
A1M,A1MBITION MANAGEMENT,1
HOLDMORE,HOLDANDMORE,1
BRILL,DE GRUYTER BRILL,1
PBME TOPICAL,LYCHEE,0
FLEUR & LUNA,LUNAFLEUR,1
BIG STICKY,SELL IT YOUR WAY!,0
LIFTIQUE SKINSTUDIO,LIFTIQUE,1
SINCLAIR 8 9 10 X,NATUREBLEND,0
BEVEY,NEIGHBORLY GIFTS,0
THE RITUAL OF AYURVEDA,TIMELESS AYURVEDIC RITUALS,1
THE BOONDOCKS,MICHIGAN BOONDOCKERS EST. 2014,1
[Design Mark],YUANLEAF,1
HAO HUAN LUO,HAOHUANLUO,1
MR. MOTO PIZZA,LOONG,0
CHICKEN IN THE KITCHEN,XORAN TECHNOLOGIES,0
HOPE /NO FEAR,MIYOSMART SUNBIRD,0
MEDCO SPORTS MEDICINE,MEDCO DISTRIBUTIONS INC,1
HELIX THE DNA OF AUTOMATION,HYBRID SNARE,0
MOL DYNAMIC,SWEET SAYDI,0
OUTEROOM,GRAYE EYEWEAR,0
ROCFISH,EMOTIONAL SUPPORT SHARK,0
AESTHETICA,PURE AESTHETICA,1
ULTIMATE HOME FURNITURE,DRI-FIT,0
NIKE,NKE SAFETY APPAREL,1
RECOOP WELLNESS,KOOKINAID,0
AURA SALONWARE,CT-MINERALS,0
XENITH,ZENITH SAFETY PRODUCTS,1
MILAF,MANNEQUEENHEAD,0
ACE LEGEND,WOOF²,0
ORION GATEWAY,MOTIF,0
CLIX,ASTRA ESG SOLUTIONS,0
CTCS CERTIFIED TAX CONTROVERSY SPECIALIST,CANDLE DANCE,0
MAX OUT,MAXOUT360,1
100 PERCENT PLUMBING,100% PLUMBING,1
DREAM ACADEMY,TAILORED DREAMS ACADEMY,1
VECTEEZY,V,1
PARADISE,MAXITA,0
REGATTA GREAT OUTDOORS,REGATTA MARINE ESSENTIALS,1
OSVI,OSSVI,1
UNITED WAY,UNITED WAY BENEFIT FOR HURRICANE RELIEF,1
WEB4,WEB42,1
E.TERRA,E.TERRA FLEXIBLE COMMERCIAL KITCHEN GET SET. GROW.,1
RAZER,RAZOR CONSULTING,1
PUREPET,PUREPETS NATURAL,1
THE URBAN INDIAN,THE URBAN INDIAN,1
HS HEARTSTRINGS,QBT,0
BAYOU BROTHERS,OURA,0
LAKE COMO ATHLETICS 1907,DAZZSTYLE,0
M,QUIRKY GIRL,0
NEW LEAF PSYCHIATRY,NEW LEAF COUNSELING GROUP LLC,1
NIMBLE,NIMBLEAID,1
VIROGUARD,VEROGUARD,1
REINA,STURGEON QUEEN,1
MOJO,BIOTOP,0
CUYI,CUYI,1
WECOLLAB,WANNACOLLAB,1
MAXI MADE IN BRAZIL,BUYLAUNCH,0
SSS FURNITURE,PIONEERING CLEAN CLEAN WITHOUT COMPROMISE,0
DIGIGUARDIANS,ZENITH,0
CAIGIEES,IOWA TRUST,0
SEON,HR,0
UNIIFURN,CROWN   POTENTIALLY YOU,0
GOODIES,KIDDOSGOODIES,1
AURA,AURA,1
AMPCO,AMPCO MINERALS,1
TECH LOGISTICS,PAVIA,0
CAMBIUM GROUP,RAA,0
BERKSHIRE HATHAWAY....TRAVEL PROTECTION.... BH,MASSIVO,0
CAPITALIZE,CAPITALIZE,1
HUMANIZING TECHNOLOGY,HUMANIZE,1
FUSION JOURNALING,MORNINGBIRDS THE BRUNCH PLACE,0
BLACK STARZ,UMOVE,0
LAKMÉ COLLAGE,REINA,0
POLAR HEAT NANUUQ,MONJA BURNER,0
PLANET PAWS,PAW PLANET,1
ICE WILD BERRIES BUBBLY NATURAL FLAVORS BY FRONTERA,AQUALOK,0
SANTA FE STEAKS RIBS FAJITAS,SEROMONY ELIXIRS,0
LOOK GOOD. FEEL GOOD.,DX MARKETING,0
MUUSHIES,MUSHIEZ,1
IMMUNITYBIOSHIELD,IMMUNOSHIELD,1
THE ATG,ATG ENTERTAINMENT,1
CHICKPEA & OLIVE,P PENTAHEALTH,0
NAMO,NAMU,1
BLACK DIAMOND,BLACK DIAMOND CHIMNEY,1
CHEZ LISEL,WOOL-E,0
RIPPLE,GOLDEN RATIO RIPPLE INDEX (GRRI),1
LETSFIT,1ETSFIT,1
AB ARTBOX,PRICEDRITE,0
TROVE,DEVSECCXOPS,0
GOOD TIMES,GOOOD TIMES,1
BIOVIOM,THE SCIENCE OF INTUITION,0
AICON YACHTS,GOOD-FELLAS ENTERTAINMENT,0
YOUTUBE,CREEPY POPCORN,1
SUNLONG,T·A·P PEST CONTROL INSULATION THERMAL ·ACOUSTICAL · PEST CONTROL,0
LIONSURE,HELLO TOMORROW,0
BAYARD MUSIC,BAYARD,1
LUMOS DIAGNOSTICS,TEQUILA,0
OPTWELL,LUCKY TIME,0
PACIFICCREST,HETANGL,0
PSYNCUP,PSYNC UP,1
Q1,Q1,1
ZCJ,MANCHOTS,0
CRAFTSTRIBE,CRAFTRIBE,1
CATCHMEE,RED THRED,0
LAC,LACANGEL,1
HOLDMORE,PULLMAN MARKET,0
FAMILY VIDEO STORE,VITALNET,0
ANTIK,TENDER KISS,0
MEVARIS,MEVÂ’IS M,1
TRAUMA CENTER,DETECTAMET,0
BLISOUL,RCP DRUM COMPANY,0
R RAMSPORTS,IREX I-STAR ENERGY SOLUTIONS,0
REMARK,REMARK,1
GLOV BEAUTY,ENHANCE AESTHETICS,0
SOUNDSAURA,REAL WOODS NATURAL LEAF CIGARS,0
ZIMMER,RT REDTHREAD RESEARCH,0
DA CAPO LIFELONG,FRACTALTERNATIVE,0
BLAKHâ‚¬â‚¬P,GILBEST,0
VET VALOR NETWORK,VALOR NETWORK,1
ALPHA ANIMAL PRODUCTS,ALPHA GEAR,1
VITALITY.AI,VITALITYMATRIX,1
CORE RESTORE,PRO CORE RESTORE,1
CHILLFUL VIBES,APPLE,0
STRATUS TOOLS,STRATUS RAIN GAUGE,1
ZOILA VERGA,VERGA,1
LUMINORA,MERMADE,0
XENITH,NHUQX,0
DINKS FOR A DIFFERENCE,AUG,0
MUSAFIR,CARVUE,0
CAT DADDY,CAATDADA,1
L LOADIQ,PLAY MONEY ENTERTAINMENT,0
HALO PURITY AMERICAN MADE PREMIUM E-LIQUID,GEMINI STAR PRODUCTIONS,0
RADISH FICTION,INTERRADISH,1
APC,APCMAX,1
LEVEL UP FRESH,LEVEL UP CLOTHING,1
NEWPORT CENTRE,THE WELLTHY METHOD,0
LD,BOX OF ROYAL RAGS,0
SUNKISSED SKIN BY SHANNEL,M MYSTIC ORIENT,0
MASSIVE,MASSIV BRANDS,1
WAVE,WAVE ESSENCE,1
MYSTIC GAMING,MYSTIC COLLECTION FOREST KEEPER,1
IT'S WHAT WE DO - IT'S ALL WE DO,WARDROBEX,0
AURORABTQ,DCS,0
"MAD REAL ESTATE INVESTORS, LLC",MADDD EQUITIES,1
PLANET BRANDS,KAWAKEB,1
EZOPS ARO,DETECTAMET,0
CITRUS GLOW,GLOW,1
KAMOEUR,K KAMOER,1
NETPLUS,NETPLUS,1
CAMBIUM GROUP,RAMSTRONG,0
VANZBON,BONVAN,1
NXT,NXT CARRY,1
ODIN ARMS,MEIBOCARE,0
VIGORTALK,VIGORLAND,1
MASTERPASS,ANIMA BOTANICALS,1
HOMETOP,TWIN OAST BREWING,0
R & R SKIN AND AESTHETICS,JINGMEI,0
OW RANCH,CEREMONIA,0
ACCLIVITY HEALTHCARE,SWIFT ACCLIVITY,1
VAMPIRE EMU IMMORTELLE BEAUTE' ETERNELLE,ETERNAL BEAUTY,1
L LOADIQ,RIGHT MIND,0
DRI-FIT,I.C.E. SCALE,1
IREX ADVANCED SPECIALTY,GLOWILD,0
BEAVERBEADS,MELT MUSHROOMS,0
WOW,WOW MUSEUM - ROOM FOR ILLUSIONS,1
TRINITY TECHNOLOGY GROUP,CYBERSECURITY TRINITY,1
HONEY'S APPAREL,HONEYâ€™S HOSE,1
TITAN GOLF,BIGHOOPS,0
NEOUSLY,STELLAR JUICES,0
SURFLINER,SURFCASTER,1
OLIVE,OLIVE,1
SOLANA,SOLANA,1
PERADIX,NORDIC,0
BITI,BITI BITES,1
LVLUP,LEVEL UP CLOTHING,1
ETERNAL HAIR,ETERNABEAUTY,1
ROSE,SAVAGE AND SAINT,0
CONDOR,MAVERICK HOTELS AND RESTAURANTS,0
GENECHIP,CTCEPTOR,1
MAHA NUTRIENTS,MAHA HAWAII,1
PRESSYNAILSHOP.COM,WISE TAX STRATEGIES,0
JADORE EVENING,DREAMCATCHER FARMS,0
RICO,RICCO,1
GRAZE.,BE HOME DESIGNS,0
TENDER KISSES,TENDER KISS,1
W.O.W.,SWIMPULSE,0
DRI-FIT,POLAR HEAT NANUUQ,1
KEIL,KEIL,1
DEARBODY,DEAR BODY,1
A,OPERATION IRON RUCK A AU ROAD TO THE IRON BOWL,1
DLP BANK,DLP CAPITAL,1
AMPCO,AMPCO MINERALS,1
ADVANCED SPECIALTY CONTRACTORS,IREX ADVANCED SPECIALTY,1
REDLINE ROYALE,REDLINE SHIFTING,1
BENEDICTUS COLLEGIUM VERITAS ET VIRTUS 1870,CATCHME KITTY,0
GO ROOF TUNE UP,GO ROOFING,1
LEAF,LEAF,1
OH MY PURE,LUNAFLEUR,0
GEAUXCOUNSEL,RH,0
ORBITCMD,ORBITCLOUD,1
IQIHAN,IQIHAN,1
LAVA,LAVA DESIGNS,1
JANUS VENTURE FUND,MELT MUSHROOMS,0
ROVER,CHILLROVER,1
PET HAVEN,TIGER LILY TALKS,0
CAT DADDY,CAATDADA,1
GOLDFIELDS VINEYARD,HEYLOPLANET HE Y L O,0
MYSTIC ENTERPRISES,MYSTIC COLLECTION GOLDEN CLIMBER,1
UNEEK FIND IT,RELAY,0
HOOPOE,ISDOOK,0
GO,PAVIA ANTICO,0
ON POINT LOGISTICS,BRIGHT FUTURE,0
JUSCYCLING,MUSHIE,0
BAR IN A BAG SOAP COMPANY,HAIJUNYA,0
ZENNUTRI,SENUTRI,1
YELP,YELP FOR DRIVING,1
FRENCHMAN'S REEF,REEF,1
HERA'S PALACE,L'OR J'ADORE,0
ASTRA AI,ASTRA,1
NEOUSLY,NEOUSLY,1
TRVL 7,TRVLGEAR,1
HILLBETTY,RELAY RESOURCES,0
NIMBUS NECTAR,CIP GROUP,0
COZYNESTING,ZUBI,0
MAXI MADE IN BRAZIL,NOMADIC IMPORTS,0
NEBULA,MAISON NOIR,0
COLAS DE CASTOR,HAWKEYE MOUNTAIN,0
HOMELYRIC,FIELDNOTE,0
DIVA LIFE,PHANTOM PLATFORM,0
ASTRA,ASTRA,1
JADORE FANCY,KKSGLAMBAR,0
LLEKNEF MAN WOMAN CHILD,COMEC,0
SECURE PLANET,FRONTERA AFTER MIDNIGHT,0
CLASSY FROM GOFUNDME,GOFUNDME GIVING FUND,1
ABSOLUT,ABSOLUTE CATTLE,1
JOLLYPALS,DR.ZE,0
THE GILDED PADDOCK,ODIN'S INNOVATIONS,0
EASY.RENTALS,EASY HOME RENTALS,1
VENA,VENASCORE,1
RAD,RAD,1
GWS,ZERO,0
BUBBLY SIDE OF LIFE,BUBBLY SIDE OF LIFE,1
ETHEREAL LOMOER,ETHEREAL BEDDING,1
BEVVY,BEVYY'S,1
HUE KY MI GIA CHINESE NOODLE HOUSE,KOOKIEPLUS,0
MR,LITTLE MISTER,1
HS HEARTSTRINGS,HEARTSTRINGS,1
THE GLAM BAR,NARPREMIUM,0
SUN MELT,MELTYSUN,1
EPIPHANY EVOLUTION HEALTH,YOURUN,0
PROTECT YOUR ENERGY.,CONNECTING AVIATORS,0
CHOC,CHOC,1
MOTIF,MOTYFS,1
FLUM MEGA,FLUM BOX,1
WOLVERINE BRASS,MM MING YOUR LUXURY HAIR & BEAUTY CONNECTION,0
LETSFIT,LETSFIT,1
AD3PTUS,SONORA CARRUSELES,0
THE SOLANA,SOLANA,1
BRUSHIES,LITTLE BRUSHIES,1
GIANFRANCO FERRE,FERRE,1
ROGUE GREEN,THE ROGUE MEN,1
FEATHERED FETTERS APPAREL,AURA NEXT,0
ONE BARREL BREWING COMPANY,BARREL ONE COLLECTIVE,1
HARMONY STUDIO,ALFEVA,0
A1M,A1MBITION,1
PROVIDENCE,OMNI BEACH LIFE OBL SWIMWEAR,0
FOOD NETWORK,ROOTAMAX,1
PA,PA.,1
VOGUELE,TREE OF HOPE,0
BEAUTIFUL BUSINESS,BEAUTIFUL. BUSINESS. SOFTWARE,1
FX FACTORY EFFEX,Í† YOU,0
COCO FURNITURE GALLERIES,WILDBREAK,0
SLAPPY HAPPY,TAOYUAN,0
NEXT,NEXT,1
RED RUNS DEEP,RUNS DEEP,1
A1MOVEMENT,A1MBITION,1
ZIPHAUS,ZIP-KIT,1
JOYSHINY,SHINYJOY COMMERCE CO. LTD,1
DES LAURIERS,DE L'AUR,1
GRASSROOTS HEROES,ERGON 3,0
JANUS MONEY MARKET FUND,SPEEDO,0
MGL MUDDY GIRL LEATHERS LLC,BAMBINO,0
ZIMBA,LEGAL AKOMPLICE,0
NIKE GO,NKE SAFETY APPAREL,1
NIKE STRIDE,NKE SAFETY APPAREL,1
BH BERKSHIRE HATHAWAY SPECIALTY INSURANCE,RIGHT MIND,0
JUJUBES,JUJUBES,1
AUTO IEQ,TIKTOK,0
SKINIFI,SKINIFY,1
KLYR,KLYRO,1
HERBLOOMZ,HERBBLOOM,1
VIIBE,VIBES,1
ZEN,ZEN BELL,1
CELEBRATION OF LIFE,MIYOSMART CHAMELEON,0
UMOVE MARKETING,UMOVE,1
KOHOLA REEF,REEF,1
VK,VK,1
IPI,IPI WEALTH MANAGEMENT,1
INSPIRED MEDICAL WARRIOR,BCONTHETRACK,0
EASY CHOICE,XSEMI,0
I TAPPED THAT,TAP THAT,1
BALADI COFFEE,AQUEOUS,0
TORY,TORRIE'S NATURALS,1
PAVIA ANTICO,PAVIA,1
BOLD BAGELS,VIFAH,0
MUDDY GIRL,LOADY,0
SALAMI CHIPS CON PLATANITOS EL ORIGINAL ESTELAR EL ORIGINAL COOKED SALAMI PREMIUM QUALITY ESTELAR 8G PROTEINA POR PORCION PESO NETO 1.76 OZ (50G),PLATANITOWORLD,1
RIPPLE,GOLDEN RATIO RIPPLE INDEX (GRRI),1
NEUTRALL,GO PARTNERS.,0
TEAM CHALLENGE ALS,TEAM ALS,1
XII ACADEMY,NEXTERAGEO,0
SMART EXECUTION STARTS HERE,EDUSEEDTECH,0
KYX,GOLLARY,0
UNEEK'D,DR.ZE,0
GRO-WITH-ME,DAYON,0
FINDERS OF KEEPERS,KEEPER,1
AMCUTE,SAKKIJHA JEWELRY,0
HAWK,HAWK BUILDING SERVICES LLC,1
THE RINGS METHOD,METHODS,1
SHE WINS UNIVERSITY,WILL WIN UNIVERSITY NÎ‹I KE EPITYCHÎ,1
VIROGUARD,VEROGUARD,1
P PROACTIVE,DUBADU,0
T TILDEN DESIGNS,NODSOLEX,0
MEREO NETWORKS,MEREO FIBER,1
KIMBLE'S OLE SCHOOL CORN FLAKE CHEWY,ABIR,0
HUMAN-FIRST AI MARKETING,HUMAN-FIRST,1
REJUVICARE,REJUVACARE,1
ELEMINT,ZOE,0
IMMUNOSHIELD,VANZBON,0
TRINITY TECHNOLOGY GROUP INTEGRITY SECURITY SERVICE,UNRIVALED AUTHENTICS,0
DIGITAL PLATING,CASSIUS CUVÉE,0
FRACTALERTS,FRACTAL SOFTWARE,1
VITALNET,NET VITALS,1
HAOSEE,CHEZ LISEL,0
SOUTHERNMOST POINT,SOUTHERNMOST POINT BAR,1
SWOOSH,JUMBOPAWS,0
AURA VISION,AURA,1
THE ROGUE MEN,KERITU,0
BIOWAVE.AI,MESQUITE BARB-CAMO,0
AUTOROOM,AUTOROOM,1
PLAYCORE,TRU(E) SENSE,0
GENMED,TOPAZ,0
MAIDRITE SUPERIOR PORTIONED MEATS SINCE 1960,"ABOGADOS PARA HISPANOS, LLC",0
OASIS FAMILY CARE,JUMBOPAWS,0
SMART KEYBOARD,NEW FEATURES Â· SMART KEYBOARD F1,1
FITINY,FOUMAX,0
ACBEL,ACBEL,1
BIOVIOM,BIOVEUM,1
EX FORTIS,JUJUBES,0
OPENAIR,DENHAM CAPITAL,0
CNROOFA,FINDERS KEEPERS,0
BLACKBOXTV,BLAK BOXX RADIO,1
DOMUS VITA DESIGN,HELIXVET,0
KINGSAATVA,EPIC REALTY & INVESTMENTS,0
PEACHY PAWS PET SITTING,BD VACUTAINER ACCUSTAT,0
IEQ,AUTO IEQ,1
FOLGER,AMAZE GLAZE,0
BAG PARTY,BRILL,0
WAREHOUSE OF TIFFANY,LA IMPONENTE VIENTOS DE JALISCO,0
REEF,EVERYONEON,0
YOUTUBE,NÅªLOGIK,0
MAXED OUT SUPPLEMENTS,MAXOUT360,1
FUNATIC,FUNATIX,1
ENERGETIKS,E ENERGETICS,1
HISITEK,ERGON UNITED BY SERVICE. DRIVEN BY SOLUTIONS.,0
THE TRAVELER'S SLEEP-AID,SLEEP-AID,1
AMERICAN THREADS,AMERICAN INK,1
LYTTLE DREAM TEAM REALTY,BRUSHEEZ,0
TEXAS TORNADO,TEXAS TORNADO,1
THC,CLEARLIFE RESET,1
FLEX APPEAL,FLEX APPEAL,1
ORION,JOURNEYCONNECT ORION,1
FUNATIC,SMASH,0
INRON,ENRON,1
REFRAME,BREAKTHROUGH REFRAME,1
ASUS AURA SYNC,AURA,1
LAGO DI COMO,LAKE COMO ITALY 1907 ATHLETICS DEPT. SEMM CUMASCH,1
TANAGER GROUP,STRATXPHERE WHERE STRATEGY MEETS EXECUTION,0
NNABI,NABI WOMEN'S WELLNESS,1
TENAMPA,NYE IN THE ATL NYE ATL,0
BIG TIME HOOPS,BIGHOOPS,1
HORUSDY,HORUS,1
4 COMMA COLLECTIVE,STAY'N DRY,0
PACIFIC CREST,SEA SPARKLE,0
